Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Exp_1	Peptides Exp_2	Peptides Exp_5	Peptides Exp_6	Razor + unique peptides Exp_1	Razor + unique peptides Exp_2	Razor + unique peptides Exp_5	Razor + unique peptides Exp_6	Unique peptides Exp_1	Unique peptides Exp_2	Unique peptides Exp_5	Unique peptides Exp_6	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio M/L	Ratio M/L normalized	Ratio M/L variability [%]	Ratio M/L count	Ratio M/L iso-count	Ratio M/L type	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Ratio H/M	Ratio H/M normalized	Ratio H/M variability [%]	Ratio H/M count	Ratio H/M iso-count	Ratio H/M type	Ratio M/L Exp_1	Ratio M/L normalized Exp_1	Ratio M/L variability [%] Exp_1	Ratio M/L count Exp_1	Ratio M/L iso-count Exp_1	Ratio M/L type Exp_1	Ratio H/L Exp_1	Ratio H/L normalized Exp_1	Ratio H/L variability [%] Exp_1	Ratio H/L count Exp_1	Ratio H/L iso-count Exp_1	Ratio H/L type Exp_1	Ratio H/M Exp_1	Ratio H/M normalized Exp_1	Ratio H/M variability [%] Exp_1	Ratio H/M count Exp_1	Ratio H/M iso-count Exp_1	Ratio H/M type Exp_1	Ratio M/L Exp_2	Ratio M/L normalized Exp_2	Ratio M/L variability [%] Exp_2	Ratio M/L count Exp_2	Ratio M/L iso-count Exp_2	Ratio M/L type Exp_2	Ratio H/L Exp_2	Ratio H/L normalized Exp_2	Ratio H/L variability [%] Exp_2	Ratio H/L count Exp_2	Ratio H/L iso-count Exp_2	Ratio H/L type Exp_2	Ratio H/M Exp_2	Ratio H/M normalized Exp_2	Ratio H/M variability [%] Exp_2	Ratio H/M count Exp_2	Ratio H/M iso-count Exp_2	Ratio H/M type Exp_2	Ratio M/L Exp_5	Ratio M/L normalized Exp_5	Ratio M/L variability [%] Exp_5	Ratio M/L count Exp_5	Ratio M/L iso-count Exp_5	Ratio M/L type Exp_5	Ratio H/L Exp_5	Ratio H/L normalized Exp_5	Ratio H/L variability [%] Exp_5	Ratio H/L count Exp_5	Ratio H/L iso-count Exp_5	Ratio H/L type Exp_5	Ratio H/M Exp_5	Ratio H/M normalized Exp_5	Ratio H/M variability [%] Exp_5	Ratio H/M count Exp_5	Ratio H/M iso-count Exp_5	Ratio H/M type Exp_5	Ratio M/L Exp_6	Ratio M/L normalized Exp_6	Ratio M/L variability [%] Exp_6	Ratio M/L count Exp_6	Ratio M/L iso-count Exp_6	Ratio M/L type Exp_6	Ratio H/L Exp_6	Ratio H/L normalized Exp_6	Ratio H/L variability [%] Exp_6	Ratio H/L count Exp_6	Ratio H/L iso-count Exp_6	Ratio H/L type Exp_6	Ratio H/M Exp_6	Ratio H/M normalized Exp_6	Ratio H/M variability [%] Exp_6	Ratio H/M count Exp_6	Ratio H/M iso-count Exp_6	Ratio H/M type Exp_6	Sequence coverage Exp_1 [%]	Sequence coverage Exp_2 [%]	Sequence coverage Exp_5 [%]	Sequence coverage Exp_6 [%]	Intensity	Intensity L	Intensity M	Intensity H	Intensity Exp_1	Intensity L Exp_1	Intensity M Exp_1	Intensity H Exp_1	Intensity Exp_2	Intensity L Exp_2	Intensity M Exp_2	Intensity H Exp_2	Intensity Exp_5	Intensity L Exp_5	Intensity M Exp_5	Intensity H Exp_5	Intensity Exp_6	Intensity L Exp_6	Intensity M Exp_6	Intensity H Exp_6	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	GlyGly (K) site IDs	NEM site IDs	Oxidation (M) site IDs	GlyGly (K) site positions	NEM site positions	Oxidation (M) site positions
A0A087WT20;Q9NV06	A0A087WT20;Q9NV06	1;1	1;1	1;1	DDB1- and CUL4-associated factor 13	DCAF13	>tr|A0A087WT20|A0A087WT20_HUMAN DDB1- and CUL4-associated factor 13 OS=Homo sapiens GN=DCAF13 PE=1 SV=1;>sp|Q9NV06|DCA13_HUMAN DDB1- and CUL4-associated factor 13 OS=Homo sapiens GN=DCAF13 PE=1 SV=2	2	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1.7	1.7	1.7	67.55	597	597;445	0.0016146	1.9706	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	1.7	0	0	0	1538100	0	0	1538100	1538100	0	0	1538100	0	0	0	0	0	0	0	0	0	0	0	0				10	11505	True	12005	37338	42955	42955						
I3L276;I3L4P8;I3L463;I3L159;I3L1F5;A0A087WT44;P30519-2;P30519	I3L276;I3L4P8;I3L463;I3L159;I3L1F5;A0A087WT44;P30519-2;P30519	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	Heme oxygenase 2	HMOX2	>tr|I3L276|I3L276_HUMAN Heme oxygenase 2 (Fragment) OS=Homo sapiens GN=HMOX2 PE=1 SV=1;>tr|I3L4P8|I3L4P8_HUMAN Heme oxygenase 2 (Fragment) OS=Homo sapiens GN=HMOX2 PE=1 SV=7;>tr|I3L463|I3L463_HUMAN Heme oxygenase 2 (Fragment) OS=Homo sapiens GN=HMOX2 PE=1 	8	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	8.2	8.2	8.2	12.647	110	110;131;132;229;238;370;287;316	1	-2	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0	8.2	0	0	53080000	51843000	1034000	203230	0	0	0	0	53080000	51843000	1034000	203230	0	0	0	0	0	0	0	0	+			11	8755	True	9072	28030	32354	32354			17			30
A0A087WT58;A6NES4	A0A087WT58;A6NES4	1;1	1;1	1;1	Maestro heat-like repeat-containing protein family member 2A	MROH2A	>tr|A0A087WT58|A0A087WT58_HUMAN Maestro heat-like repeat-containing protein family member 2A OS=Homo sapiens GN=MROH2A PE=4 SV=1;>sp|A6NES4|MRO2A_HUMAN Maestro heat-like repeat-containing protein family member 2A OS=Homo sapiens GN=MROH2A PE=4 SV=4	2	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	191.21	1688	1688;1674	1	-2	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			12	6778	True	7020	21493	24792	24792		0	18		1371	1364
Q5RIB5;Q5JTY2;A0A087WTC0;Q6NVZ8;F8WEG4;A0A0B4J2E3;A0A087WZQ3;F8WEU0;E7EUZ7;A0A087WYD2;F2Z2T4;A0A087X140;A0A087WWG3;A0A0A6YYH9;Q5RIB0;H0Y5V3;C9J3G2;A0A0A0MRU4;Q9BRT8-4;Q5RIA9-3;Q5JTY5-2;Q9BRT8-3;Q9BRT8;Q8IUF1;Q5RIA9;Q5JTY5;Q4V339	Q5RIB5;Q5JTY2;A0A087WTC0;Q6NVZ8;F8WEG4;A0A0B4J2E3;A0A087WZQ3;F8WEU0;E7EUZ7;A0A087WYD2;F2Z2T4;A0A087X140;A0A087WWG3;A0A0A6YYH9;Q5RIB0;H0Y5V3;C9J3G2;A0A0A0MRU4;Q9BRT8-4;Q5RIA9-3;Q5JTY5-2;Q9BRT8-3;Q9BRT8;Q8IUF1;Q5RIA9;Q5JTY5;Q4V339	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	COBW domain-containing protein 1;COBW domain-containing protein 5;COBW domain-containing protein 3;COBW domain-containing protein 2;COBW domain-containing protein 6	CBWD5;CBWD3;CBWD2;CBWD1;CBWD7;CBWD6	>tr|Q5RIB5|Q5RIB5_HUMAN COBW domain-containing protein 3 OS=Homo sapiens GN=CBWD5 PE=4 SV=1;>tr|Q5JTY2|Q5JTY2_HUMAN COBW domain-containing protein 3 OS=Homo sapiens GN=CBWD3 PE=4 SV=2;>tr|A0A087WTC0|A0A087WTC0_HUMAN COBW domain-containing protein 1 OS=Homo	27	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	12.4	12.4	12.4	12.139	113	113;160;160;180;180;180;180;182;182;182;250;347;347;375;376;376;376;376;113;347;375;376;395;395;395;395;395	0	2.5861	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	12.4	0	12.4	0	10102000	0	5806900	4295100	4295100	0	0	4295100	0	0	0	0	5806900	0	5806900	0	0	0	0	0				13	5910	True	6125	18474;18475	21226;21227	21226						
F5H5N1;A0A087WXF6;A0A087WTI3;F5GXJ1;O75251-2;O75251	F5H5N1;A0A087WXF6;A0A087WTI3;F5GXJ1;O75251-2;O75251	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	NDUFS7	>tr|F5H5N1|F5H5N1_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=NDUFS7 PE=1 SV=1;>tr|A0A087WXF6|A0A087WXF6_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=NDUFS7 	6	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	7.7	7.7	7.7	19.77	182	182;214;214;236;206;213	0	86.409	5.2249	9.1065	123.4	2	1	Median	11.287	11.298	104.75	2	1	Median	2.2317	1.2281	11.287	2	1	Median	5.2249	9.1065	123.4	2	1	Median	11.287	11.298	104.75	2	1	Median	2.2317	1.2281	11.287	2	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	7.7	0	7.7	7.7	42903000	599100	25696000	16608000	22412000	599100	5204900	16608000	0	0	0	0	16345000	0	16345000	0	4146000	0	4146000	0				14	10600	True	11073;11074	34398;34399;34400;34401;34402;34403;34404	39367;39368;39369;39370;39371;39372;39373	39367			19			120
F8W1I4;Q8TBL5;A0A087WTL9;F8VY40;Q6P4E2;Q96J85;Q71RC2-7;Q71RC2-6;Q71RC2-5;Q71RC2-3;Q71RC2;Q71RC2-4	F8W1I4;Q8TBL5;A0A087WTL9;F8VY40;Q6P4E2;Q96J85;Q71RC2-7;Q71RC2-6;Q71RC2-5;Q71RC2-3;Q71RC2;Q71RC2-4	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1	La-related protein 4	LARP4	>tr|F8W1I4|F8W1I4_HUMAN La-related protein 4 (Fragment) OS=Homo sapiens GN=LARP4 PE=1 SV=1;>tr|Q8TBL5|Q8TBL5_HUMAN LARP4 protein OS=Homo sapiens GN=LARP4 PE=1 SV=1;>tr|A0A087WTL9|A0A087WTL9_HUMAN La-related protein 4 OS=Homo sapiens GN=LARP4 PE=1 SV=1;>tr|	12	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	10.4	10.4	10.4	14.143	125	125;188;188;191;374;375;445;653;653;723;724;730	0	15.598	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	10.4	0	0	0	8767500	0	0	8767500	8767500	0	0	8767500	0	0	0	0	0	0	0	0	0	0	0	0				15	8523	True	8829	27318	31499	31499						
A0A087WZ85;A0A0A0MSX4;A0A087WTM1;Q9Y6N7-6;Q9Y6N7-5;Q9Y6N7-4;Q9Y6N7-3;Q9Y6N7;Q9Y6N7-2;F8WBR3;R4GMM8;F8W703;Q9HCK4-2;Q9HCK4;Q9HCK4-3	A0A087WZ85;A0A0A0MSX4;A0A087WTM1;Q9Y6N7-6;Q9Y6N7-5;Q9Y6N7-4;Q9Y6N7-3;Q9Y6N7;Q9Y6N7-2;F8WBR3;R4GMM8;F8W703;Q9HCK4-2;Q9HCK4;Q9HCK4-3	2;2;2;2;2;2;2;2;2;1;1;1;1;1;1	2;2;2;2;2;2;2;2;2;1;1;1;1;1;1	2;2;2;2;2;2;2;2;2;1;1;1;1;1;1	Roundabout homolog 1;Roundabout homolog 2	ROBO1;ROBO2	>tr|A0A087WZ85|A0A087WZ85_HUMAN Roundabout homolog 1 OS=Homo sapiens GN=ROBO1 PE=1 SV=1;>tr|A0A0A0MSX4|A0A0A0MSX4_HUMAN Roundabout homolog 1 OS=Homo sapiens GN=ROBO1 PE=1 SV=1;>tr|A0A087WTM1|A0A087WTM1_HUMAN Roundabout homolog 1 OS=Homo sapiens GN=ROBO1 PE	15	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	1.8	1.8	1.8	166.73	1525	1525;1531;1606;1551;1606;1612;1615;1651;1655;564;1070;1439;1185;1378;1394	0	3.7215	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	1.8	0	0	0	10233000	560550	2718300	6954200	10233000	560550	2718300	6954200	0	0	0	0	0	0	0	0	0	0	0	0				16	1224;9048	True;True	1268;9412	3877;29014	4442;33508	4442;33508			20			1
A0A087WTT1;P11940-2;P11940;E7EQV3;E7ERJ7;E5RH24;E5RJB9;E5RGH3;H0YBN4;H0YAR2;E5RHG7;B1ANR1;H0YAP2;H0YB86;Q4VXU2-2;Q4VXU2;H0YC10;E5RGC4;E5RFD8;H0YEQ8;H0YAS7;H0YAS6;H0YB75;Q5JQF8;Q96DU9-2;Q96DU9	A0A087WTT1;P11940-2;P11940;E7EQV3;E7ERJ7;E5RH24;E5RJB9	10;10;10;9;9;5;5;4;4;4;3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1	10;10;10;9;9;5;5;4;4;4;3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1	3;3;3;3;2;1;1;1;0;2;0;0;2;2;1;1;0;0;0;0;0;0;0;0;1;1	Polyadenylate-binding protein 1	PABPC1	>tr|A0A087WTT1|A0A087WTT1_HUMAN Polyadenylate-binding protein OS=Homo sapiens GN=PABPC1 PE=1 SV=1;>sp|P11940-2|PABP1_HUMAN Isoform 2 of Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1;>sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo	26	10	10	3	10	2	2	0	10	2	2	0	3	0	1	0	19.9	19.9	4.2	58.535	522	522;547;636;591;604;118;129;108;175;284;75;129;131;165;330;614;42;43;61;112;136;169;183;200;350;382	0	133.52	7.2765	1.6202	60.656	3	0	Median	21.563	0.81455	25.847	3	0	Median	2.6796	0.73455	20.136	3	0	Median	7.2765	1.6202	60.656	3	0	Median	21.563	0.81455	25.847	3	0	Median	2.6796	0.73455	20.136	3	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	3.1362	0.63892	49.932	2	2	Median	2.5841	0.20495	46.671	2	2	Median	0.82396	1.7697	3.2606	2	2	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	19.9	5.4	3.8	0	172400000	9371400	53144000	109890000	143320000	5056000	38012000	100260000	2357200	0	2357200	0	26721000	4315400	12775000	9631300	0	0	0	0				17	731;2513;3793;6177;6340;9576;10962;11396;11540;11623	True;True;True;True;True;True;True;True;True;True	759;2618;3938;6400;6570;9998;11444;11893;12041;12125	2250;2251;2252;7853;11882;19462;19463;19464;19964;30948;35718;37018;37019;37535;37536;37818;37819	2481;2482;2483;8981;13742;22441;22442;22443;22989;35598;41186;42605;42606;43176;43177;43475;43476	2483;8981;13742;22443;22989;35598;41186;42605;43176;43475			21			47
A0A087WTV6;Q96C36;J3KR12;A0A087WZR9	A0A087WTV6;Q96C36;J3KR12;A0A087WZR9	8;8;6;4	8;8;6;4	7;7;5;3	Pyrroline-5-carboxylate reductase 2	PYCR2	>tr|A0A087WTV6|A0A087WTV6_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens GN=PYCR2 PE=1 SV=1;>sp|Q96C36|P5CR2_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens GN=PYCR2 PE=1 SV=1;>tr|J3KR12|J3KR12_HUMAN Uncharacterized protein OS=Homo sap	4	8	8	7	6	1	0	7	6	1	0	7	5	1	0	7	37.8	37.8	32.5	25.868	246	246;320;359;319	0	107.83	12.086	3.2693	83.344	3	0	Median	21.201	0.81663	214.22	3	0	Median	1.8113	0.49365	95.96	3	0	Median	6.8819	2.1857	86.809	7	5	Median	12.097	3.9821	116.88	7	5	Median	1.8113	0.49365	27.559	7	5	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	10.399	9.6001	78.432	4	3	Median	25.305	20.802	76.745	4	3	Median	2.743	2.5591	8.6433	4	3	Linear	31.3	7.3	0	32.5	379670000	18047000	88600000	273020000	195100000	13027000	53613000	128460000	4950500	2931800	755690	1263100	0	0	0	0	179620000	2089000	34231000	143300000				18	4166;5497;5498;7079;10841;11645;12224;13945	True;True;True;True;True;True;True;True	4322;5691;5692;5693;7333;11320;12148;12746;14556	12880;12881;12882;12883;17109;17110;17111;17112;17113;17114;17115;22512;35379;37877;39668;39669;39670;45788;45789;45790;45791;45792;45793	14821;14822;14823;14824;19720;19721;19722;19723;19724;19725;19726;25948;40819;43539;45528;45529;45530;52512;52513;52514;52515;52516;52517	14822;19721;19726;25948;40819;43539;45528;52517			22			37
A0A087WTZ5;E9PJ81;E9PRQ7;Q04323;Q04323-2	A0A087WTZ5;E9PJ81;E9PRQ7;Q04323;Q04323-2	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	UBX domain-containing protein 1	UBXN1	>tr|A0A087WTZ5|A0A087WTZ5_HUMAN UBX domain-containing protein 1 OS=Homo sapiens GN=UBXN1 PE=1 SV=1;>tr|E9PJ81|E9PJ81_HUMAN UBX domain-containing protein 1 (Fragment) OS=Homo sapiens GN=UBXN1 PE=1 SV=1;>tr|E9PRQ7|E9PRQ7_HUMAN UBX domain-containing protein 1	5	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	5	5	5	27.015	238	238;290;293;297;312	0	2.7688	4.2091	2.3859	151.46	2	2	Median	1.1122	0.30945	11.897	2	2	Median	0.26423	0.25364	84.629	2	2	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0	5	5	0	14620000	924030	10039000	3656600	0	0	0	0	2045600	332590	1381400	331590	12574000	591440	8658000	3325000	0	0	0	0				19	7988	True	8280	25878;25879	29939;29940	29940						
A0A087WU64;A6NMQ1;P09884	A0A087WU64;A6NMQ1;P09884	12;12;12	12;12;12	12;12;12	DNA polymerase;DNA polymerase alpha catalytic subunit	POLA1	>tr|A0A087WU64|A0A087WU64_HUMAN DNA polymerase OS=Homo sapiens GN=POLA1 PE=1 SV=1;>tr|A6NMQ1|A6NMQ1_HUMAN DNA polymerase OS=Homo sapiens GN=POLA1 PE=1 SV=1;>sp|P09884|DPOLA_HUMAN DNA polymerase alpha catalytic subunit OS=Homo sapiens GN=POLA1 PE=1 SV=2	3	12	12	12	11	4	6	0	11	4	6	0	11	4	6	0	12.3	12.3	12.3	165.77	1461	1461;1468;1462	0	125.7	2.2262	0.64959	109.97	3	0	Median	3.727	1.0548	169.43	3	0	Median	1.5043	0.49403	36.025	3	0	Median	2.2262	0.64959	109.97	3	0	Median	3.727	1.0548	169.43	3	0	Median	1.5043	0.49403	36.025	3	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	6.6187	1.9382	36.907	3	3	Median	4.2463	0.38382	137.31	3	3	Median	0.62503	0.53736	35.621	3	3	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	12	4.7	6.6	0	219050000	14219000	95234000	109590000	158020000	10566000	58877000	88577000	7651400	713430	3384500	3553600	53376000	2940200	32973000	17463000	0	0	0	0				20	184;1555;2183;3917;7523;10155;10539;11451;13596;14806;14807;15220	True;True;True;True;True;True;True;True;True;True;True;True	192;1607;2267;4069;7791;10608;11010;11949;14190;15450;15451;15881	504;4927;6897;6898;6899;12227;12228;12229;24199;24200;24201;32988;34241;37167;37168;37169;44646;44647;44648;48531;48532;48533;49885	522;5671;7870;7871;7872;14117;14118;14119;28020;28021;28022;37850;39199;42765;42766;42767;51194;51195;51196;51197;55490;55491;55492;57154	522;5671;7870;14117;28021;37850;39199;42765;51195;55490;55492;57154			23;24			461;518
A0A087WUB9;Q8WYA6;Q8WYA6-3;Q8WYA6-2;Q8WYA6-4	A0A087WUB9;Q8WYA6;Q8WYA6-3;Q8WYA6-2;Q8WYA6-4	5;5;4;4;4	5;5;4;4;4	5;5;4;4;4	Beta-catenin-like protein 1	CTNNBL1	>tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens GN=CTNNBL1 PE=1 SV=1;>sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens GN=CTNNBL1 PE=1 SV=1;>sp|Q8WYA6-3|CTBL1_HUMAN Isoform 3 of Beta-catenin-like protein 1 OS=Ho	5	5	5	5	5	0	1	0	5	0	1	0	5	0	1	0	8.5	8.5	8.5	65.702	568	568;563;311;376;536	0	6.0366	5.1379	1.8207	54.14	3	3	Median	13.443	0.55996	18.785	3	3	Median	2.8036	1.0662	62.129	3	3	Median	5.801	2.3601	36.695	2	2	Median	16.387	0.51327	12.312	2	2	Median	2.8248	1.04	3.5207	2	2	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	8.5	0	1.4	0	53451000	2871900	16649000	33930000	36488000	1577400	7927000	26984000	0	0	0	0	16963000	1294400	8721900	6946600	0	0	0	0				21	3863;4068;7887;8841;12668	True;True;True;True;True	4014;4220;8172;9172;13215	12097;12098;12595;25563;28317;41025	13974;13975;14501;29590;32659;46996	13975;14501;29590;32659;46996			25;26;27;28;29			1;344;347;392;447
